Timestamp,1. Age,2. Gender,3. Education,4. Daily internet usage,5. I spend a lot of time online daily,6. I frequently use social media.,"7. I use the internet for study, communication, and entertainment",8. I often use public Wi-Fi,"9. I download software, audio/video/images or files regularly",10. I know the cyber threats,11. I understand risks of unknown links,12. I know how sensitive information can be stolen,13. I know how the social media privacy settings,14. I know strong passwords are important,15. I know public Wi-Fi is risky,16. I know about computer viruses,17. I can spot suspicious messages,18. I know about ecommerce and online transaction,19. I know how to change privacy setting.,"20. I can identify fake software/Apps, websites and weblinks",21. I know how to secure my accounts,22. I know how to protect my personal information,23. I use strong passwords,24. I avoid unknown links.,"25. I don't share OTP, passwords and sensitive information to other",26. I update softwares / apps regularly,27. I use two-factor authentication (2FA) and secure privacy settings,28. I log-out the account from shared devices,29. I avoid unsafe downloads,30. I use antivirus and secure VPN,31. I share cyber knowledge to people who don't know about it.,"32. Even if I know risks, I ignore them.",33. I keep same password on multiple platforms,34. I click on links without checking them,35. I accept terms and conditions of software/apps without studying properly,36. Cybersecurity is not important for me,37. I receive suspicious messages or links,"38. I have faced cyber risks (fraud, scams, hacking)",39. Cyber incidents affected me or someone I know,40. I feel unsafe using the internet sometimes,41. Cybersecurity awareness is important,College name,Faculty,Scheme
12/06/2026 21:09:04,17,Female,11th,2-4 Hours,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,NAST,Bio Science,Technical
12/06/2026 21:10:33,18,Female,11th,0-2 Hours,Disagree,Neutral,,Neutral,Agree,Neutral,,,,,Agree,Strongly Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Stongly disagree,Strongly disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly Agree,Agree,Strongly Agree,NAST,Bio Science,Technical
12/06/2026 21:15:50,16,Male,11th,2-4 Hours,Agree,,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Strongly disagree,Neutral,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly Agree,NAST,Bio Science,Technical
12/06/2026 21:17:44,17,Male,11th,4-6 Hours,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Disagree,Disagree,Agree,Strongly Agree,Agree,,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,,Strongly agree,Disagree,Strongly disagree,Agree,NAST,Bio Science,Technical
12/06/2026 21:20:06,17,Female,11th,2-4 Hours,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,NAST,Bio Science,Technical
12/06/2026 21:21:10,17,Female,11th,2-4 Hours,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,NAST,Bio Science,Technical
12/06/2026 21:22:13,17,Female,11th,2-4 Hours,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,NAST,Bio Science,Technical
12/06/2026 21:23:24,17,Female,11th,2-4 Hours,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree,NAST,Bio Science,Technical
12/06/2026 21:24:29,17,Male,11th,More than 6 Hours,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,NAST,Hotel Management,Technical
12/06/2026 21:26:17,18,Female,11th,,,,,,,Disagree,,,,,Disagree,Neutral,Disagree,Disagree,Neutral,,,,Strongly Agree,Strongly agree,Agree,,,,,,,Strongly Agree,,,Agree,Disagree,,,,Disagree,Agree,KMC,General Management,Non-Technical
12/06/2026 21:28:04,18,Male,11th,More than 6 Hours,Strongly agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 21:29:14,18,Male,11th,More than 6 Hours,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 21:30:24,18,Female,11th,4-6 Hours,Agree,Neutral,Disagree,Agree,Agree,,Agree,Disagree,Disagree,Agree,,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Agree,Agree,KMC,General Management,Technical
12/06/2026 21:31:33,18,Female,11th,2-4 Hours,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 21:32:39,16,Female,11th,2-4 Hours,Disagree,Neutral,,Disagree,Agree,,Agree,Agree,Agree,Agree,,Agree,Agree,Neutral,Agree,,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,KMC,General Management,Non-Technical
12/06/2026 21:34:06,18,Male,11th,4-6 Hours,Agree,Agree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Neutral,Agree,Disagree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 21:35:20,18,Female,11th,0-2 Hours,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,KMC,General Management,Non-Technical
12/06/2026 21:36:30,17,Female,11th,2-4 Hours,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,KMC,General Management,Non-Technical
12/06/2026 21:37:29,18,Female,11th,2-4 Hours,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Agree,KMC,General Management,Non-Technical
12/06/2026 21:38:38,17,Female,11th,2-4 Hours,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Agree,,Agree,Strongly Agree,,Agree,,Agree,Agree,Disagree,Agree,Agree,Agree,,Disagree,Disagree,,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,,Disagree,Disagree,Agree,KMC,General Management,Non-Technical
12/06/2026 21:39:56,17,Male,11th,2-4 Hours,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,KMC,General Management,Non-Technical
12/06/2026 22:02:51,19,Female,11th,2-4 Hours,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Neutral,Agree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:04:04,18,Male,11th,More than 6 Hours,Strongly agree,Neutral,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:04:29,17,Female,11th,2-4 Hours,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Agree,Disagree,Agree,KMC,General Management,Non-Technical
12/06/2026 22:06:04,17,Female,11th,2-4 Hours,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,KMC,General Management,Non-Technical
12/06/2026 22:06:25,16,Male,11th,2-4 Hours,Agree,Agree,Agree,Strongly disagree,Agree,Strongly Agree,Strongly disagree,Neutral,Strongly disagree,Strongly Agree,Strongly agree,Strongly Agree,Neutral,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly Agree,Stongly disagree,Strongly disagree,Disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly agree,Disagree,Strongly Agree,Strongly disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:07:38,17,Female,11th,2-4 Hours,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,KMC,General Management,Non-Technical
12/06/2026 22:08:22,17,Male,11th,4-6 Hours,Neutral,Disagree,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Neutral,Disagree,Strongly Agree,Agree,Disagree,Strongly disagree,Neutral,Strongly agree,Neutral,Disagree,Strongly agree,Strongly Agree,Neutral,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,Neutral,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:09:31,16,Male,11th,4-6 Hours,Agree,Strongly disagree,Strongly Agree,Strongly disagree,Agree,Disagree,Neutral,Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:11:14,18,Male,11th,4-6 Hours,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:11:51,17,Male,11th,2-4 Hours,Strongly agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Neutral,Strongly disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,KMC,General Management,Non-Technical
12/06/2026 22:13:11,17,Female,11th,2-4 Hours,Disagree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Agree,KMC,General Management,Non-Technical
12/06/2026 22:13:40,17,Male,11th,2-4 Hours,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:15:13,17,Female,11th,2-4 Hours,Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:15:31,16,Male,11th,4-6 Hours,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly Agree,,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,KMC,General Management,Non-Technical
12/06/2026 22:16:54,17,Male,11th,More than 6 Hours,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Neutral,,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly Agree,Strongly disagree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:17:04,17,Female,11th,2-4 Hours,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:19:00,18,Male,11th,More than 6 Hours,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,,Agree,Agree,Strongly agree,Strongly Agree,,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Neutral,,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Disagree,Agree,Strongly disagree,,Disagree,Strongly Agree,Strongly disagree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:19:15,16,Female,11th,4-6 Hours,Neutral,Agree,Neutral,Strongly disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:20:42,17,Female,11th,4-6 Hours,Neutral,Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:20:54,19,Female,11th,4-6 Hours,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:22:30,18,Female,11th,4-6 Hours,Neutral,Agree,Agree,Strongly disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly Agree,Agree,Neutral,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Neutral,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:23:22,16,Female,11th,2-4 Hours,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:24:26,18,Male,11th,More than 6 Hours,Agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:25:11,19,Male,11th,More than 6 Hours,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Strongly disagree,Neutral,Disagree,,Strongly disagree,Agree,KMC,General Management,Non-Technical
12/06/2026 22:26:48,18,Male,11th,4-6 Hours,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Neutral,Agree,Strongly disagree,Agree,KMC,General Management,Non-Technical
12/06/2026 22:27:19,17,Female,11th,,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,,Disagree,Strongly Agree,Neutral,Agree,KMC,General Management,Non-Technical
12/06/2026 22:31:08,18,Male,11th,More than 6 Hours,Strongly agree,Neutral,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,KMC,General Management,Non-Technical
12/06/2026 22:31:54,18,Male,11th,More than 6 Hours,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Strongly disagree,Agree,KMC,General Management,Non-Technical
12/06/2026 22:35:49,18,Male,11th,More than 6 Hours,Agree,Strongly disagree,Strongly Agree,Strongly disagree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Neutral,Disagree,Agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly Agree,KMC,General Management,Non-Technical
12/06/2026 22:50:00,16,Female,11th,2-4 Hours,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly agree,,Strongly agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly Agree,AVN,Bio Science,Technical
12/06/2026 22:51:44,17,Female,11th,4-6 Hours,Neutral,Neutral,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly disagree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 22:51:51,17,Female,11th,4-6 Hours,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Disagree,Strongly Agree,AVN,Bio Science,Technical
12/06/2026 22:53:08,18,Male,11th,2-4 Hours,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly Agree,,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,AVN,Bio Science,Non-Technical
12/06/2026 22:53:37,16,Female,11th,4-6 Hours,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,AVN,Bio Science,Technical
12/06/2026 22:54:58,18,Female,11th,2-4 Hours,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Disagree,Strongly Agree,AVN,Bio Science,Non-Technical
